0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
131.0,10.0059,0.25,489.05,604.19,1491.68,1293.67,2318.69,8770.75,1.26,45.11,2387.83,8123.42,8.621,0.03,366.0,2319.0,28.44,17.2281
132.0,42.0024,0.84,445.0,549.02,1337.13,1105.63,2211.94,8307.74,1.01,41.56,2388.0,8076.03,9.3824,0.02,328.0,2212.0,10.85,6.3015
133.0,42.0065,0.8403,445.0,548.76,1344.06,1118.57,2211.94,8311.2,1.01,41.69,2388.05,8074.68,9.3411,0.02,328.0,2212.0,10.44,6.3171
134.0,42.0062,0.84,445.0,548.84,1351.8,1113.75,2211.95,8307.75,1.02,41.6,2388.06,8075.22,9.3866,0.02,329.0,2212.0,10.49,6.4252
135.0,0.0015,0.0,518.67,642.18,1582.85,1387.23,2387.89,9041.95,1.3,47.05,2387.97,8133.8,8.4135,0.03,390.0,2388.0,39.14,23.4198
136.0,42.0052,0.841,445.0,549.08,1347.29,1110.84,2211.93,8316.87,1.01,41.72,2388.06,8082.11,9.3358,0.02,330.0,2212.0,10.57,6.2806
137.0,42.0024,0.84,445.0,549.21,1346.88,1102.8,2211.97,8314.57,1.02,41.52,2388.04,8077.09,9.3463,0.02,327.0,2212.0,10.57,6.2869
138.0,20.0044,0.7001,491.19,606.83,1483.12,1242.57,2323.74,8715.42,1.07,44.0,2387.84,8055.19,9.1953,0.02,364.0,2324.0,24.33,14.7665
139.0,0.0016,0.0,518.67,641.82,1578.76,1397.63,2387.97,9044.23,1.3,47.05,2387.92,8124.61,8.3959,0.03,391.0,2388.0,38.99,23.3314
140.0,42.0067,0.84,445.0,549.2,1349.37,1117.62,2211.92,8306.63,1.02,41.66,2388.04,8079.95,9.3533,0.02,329.0,2212.0,10.58,6.3418
141.0,19.9989,0.7016,491.19,607.34,1471.73,1234.55,2323.66,8707.7,1.07,43.87,2387.87,8057.12,9.2027,0.02,363.0,2324.0,24.29,14.6239
142.0,10.0003,0.25,489.05,603.76,1496.22,1297.09,2318.69,8774.26,1.26,45.02,2387.85,8123.5,8.6037,0.03,366.0,2319.0,28.56,17.2137
143.0,41.998,0.84,445.0,549.28,1342.93,1108.62,2211.99,8308.06,1.02,41.68,2388.04,8076.89,9.3745,0.02,328.0,2212.0,10.57,6.3035
144.0,42.0055,0.84,445.0,548.93,1348.51,1121.08,2211.93,8308.11,1.02,41.74,2388.05,8070.58,9.3416,0.02,329.0,2212.0,10.53,6.3079
145.0,20.0028,0.7005,491.19,607.18,1477.51,1244.35,2323.67,8715.05,1.07,43.94,2387.86,8055.43,9.1928,0.02,362.0,2324.0,24.45,14.7038
146.0,10.0052,0.25,489.05,604.81,1496.27,1300.8,2318.72,8771.44,1.26,45.17,2387.91,8129.29,8.5852,0.03,369.0,2319.0,28.73,17.2176
147.0,42.0011,0.84,445.0,548.58,1350.19,1113.77,2211.93,8308.12,1.02,41.6,2388.03,8077.85,9.3496,0.02,328.0,2212.0,10.66,6.4172
148.0,0.0023,0.0004,518.67,641.57,1578.89,1389.89,2387.91,9045.05,1.3,47.01,2387.99,8135.49,8.3952,0.03,392.0,2388.0,39.14,23.4342
149.0,42.0007,0.84,445.0,548.64,1339.38,1116.27,2212.02,8312.26,1.02,41.53,2388.08,8079.61,9.3122,0.02,329.0,2212.0,10.64,6.3002
150.0,0.0029,0.0,518.67,641.65,1582.99,1392.67,2387.94,9052.57,1.3,47.19,2387.91,8137.78,8.3741,0.03,391.0,2388.0,39.03,23.3535
151.0,34.9986,0.84,449.44,554.48,1355.4,1119.1,2222.88,8334.31,1.02,41.54,2387.98,8059.49,9.3048,0.02,331.0,2223.0,14.74,8.9767
152.0,42.0041,0.8413,445.0,548.34,1345.01,1114.8,2211.97,8312.56,1.02,41.6,2388.02,8084.01,9.3223,0.02,329.0,2212.0,10.53,6.3282
153.0,10.0052,0.25,489.05,603.84,1493.53,1296.44,2318.69,8768.73,1.26,45.24,2387.88,8121.41,8.6218,0.03,367.0,2319.0,28.63,17.2188
154.0,42.0024,0.8407,445.0,548.65,1352.17,1119.62,2211.96,8305.41,1.01,41.63,2388.04,8079.51,9.3141,0.02,329.0,2212.0,10.49,6.304
155.0,19.9997,0.7009,491.19,606.48,1478.08,1243.95,2323.71,8719.04,1.07,43.93,2387.85,8055.55,9.1933,0.02,363.0,2324.0,24.55,14.6441
156.0,25.0062,0.62,462.54,536.41,1252.14,1038.19,1915.27,7995.74,0.94,36.5,2028.16,7873.19,10.839,0.02,306.0,1915.0,14.22,8.5901
157.0,0.0023,0.0016,518.67,641.63,1586.06,1399.9,2387.96,9050.02,1.3,47.24,2387.94,8130.39,8.3727,0.03,392.0,2388.0,38.9,23.3336
158.0,41.9986,0.84,445.0,549.1,1343.85,1115.92,2211.96,8316.97,1.02,41.62,2388.1,8083.14,9.3556,0.02,328.0,2212.0,10.64,6.3721
159.0,20.0017,0.7005,491.19,606.73,1476.38,1235.52,2323.72,8719.61,1.07,43.96,2387.85,8054.79,9.173,0.02,362.0,2324.0,24.41,14.7214
160.0,0.0009,0.0,518.67,642.09,1581.5,1393.82,2387.95,9052.64,1.3,47.17,2387.95,8137.17,8.3756,0.03,391.0,2388.0,38.97,23.3432
161.0,20.0,0.7,491.19,606.9,1467.53,1237.86,2323.73,8716.41,1.07,44.19,2387.86,8057.3,9.1804,0.02,362.0,2324.0,24.6,14.7553
162.0,35.002,0.84,449.44,555.96,1364.2,1122.52,2222.88,8345.11,1.02,41.53,2387.93,8067.14,9.2958,0.02,332.0,2223.0,15.05,8.926
163.0,10.0074,0.25,489.05,604.23,1491.61,1305.27,2318.75,8773.78,1.26,45.03,2387.97,8133.83,8.612,0.03,367.0,2319.0,28.64,17.1753
164.0,35.002,0.84,449.44,555.46,1350.0,1124.91,2222.9,8346.05,1.02,41.49,2387.97,8063.8,9.2852,0.02,333.0,2223.0,14.92,8.912
165.0,10.0037,0.25,489.05,604.38,1493.59,1295.19,2318.73,8776.35,1.26,45.21,2387.96,8131.98,8.5842,0.03,368.0,2319.0,28.6,17.102
166.0,20.0008,0.7,491.19,606.5,1470.19,1244.65,2323.71,8718.69,1.07,44.0,2387.91,8052.7,9.1918,0.02,362.0,2324.0,24.45,14.6244
167.0,35.0076,0.8413,449.44,555.2,1358.71,1113.73,2222.88,8341.04,1.02,41.62,2387.97,8064.22,9.2989,0.02,333.0,2223.0,14.87,8.9717
168.0,20.0061,0.7012,491.19,607.25,1476.95,1239.43,2323.77,8710.58,1.07,44.02,2387.84,8058.61,9.1911,0.02,361.0,2324.0,24.53,14.5802
169.0,34.9996,0.84,449.44,554.97,1354.09,1118.07,2222.88,8349.54,1.02,41.45,2387.96,8062.84,9.3033,0.02,332.0,2223.0,14.74,8.8211
170.0,0.0006,0.0,518.67,642.0,1589.98,1397.47,2387.96,9056.38,1.3,47.29,2387.95,8135.31,8.3519,0.03,391.0,2388.0,39.15,23.3845
171.0,10.0061,0.25,489.05,604.48,1496.06,1296.88,2318.73,8776.65,1.26,44.93,2387.94,8136.09,8.6121,0.03,368.0,2319.0,28.58,17.1604
172.0,35.0071,0.8417,449.44,555.03,1357.75,1126.62,2222.88,8342.25,1.02,41.62,2387.94,8058.2,9.29,0.02,334.0,2223.0,14.88,8.9056
173.0,25.0047,0.6202,462.54,536.65,1253.95,1038.36,1915.35,8008.08,0.94,36.41,2028.19,7868.77,10.8196,0.02,305.0,1915.0,14.24,8.6124
174.0,42.0065,0.84,445.0,549.02,1341.68,1126.48,2212.04,8314.08,1.02,41.7,2388.08,8080.49,9.3192,0.02,329.0,2212.0,10.5,6.395
175.0,35.0011,0.841,449.44,555.43,1355.05,1117.63,2222.89,8351.24,1.02,41.52,2388.03,8067.16,9.2687,0.02,332.0,2223.0,14.91,8.8575
176.0,41.999,0.8401,445.0,548.93,1346.29,1115.07,2212.0,8313.77,1.02,41.75,2388.13,8087.18,9.2889,0.02,330.0,2212.0,10.75,6.3937
177.0,42.0073,0.84,445.0,549.12,1347.24,1117.94,2212.08,8315.75,1.02,41.71,2388.14,8082.1,9.3203,0.02,329.0,2212.0,10.52,6.2657
178.0,35.0015,0.8405,449.44,555.06,1359.48,1123.81,2223.0,8350.51,1.02,41.59,2388.01,8061.95,9.2778,0.02,333.0,2223.0,15.05,8.9392
