0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
47.0,41.9992,0.84,445.0,549.04,1348.06,1116.29,2211.93,8310.9,1.02,41.59,2388.0,8082.71,9.3395,0.02,331.0,2212.0,10.56,6.4449
48.0,10.0029,0.2505,489.05,603.96,1491.0,1305.07,2318.79,8769.23,1.26,45.05,2387.9,8126.48,8.6188,0.03,367.0,2319.0,28.64,17.2505
49.0,19.9996,0.7,491.19,607.25,1473.72,1241.18,2323.84,8715.8,1.07,44.04,2387.96,8054.9,9.2017,0.02,363.0,2324.0,24.68,14.6956
50.0,9.9996,0.25,489.05,604.74,1491.04,1297.1,2318.74,8773.44,1.26,45.11,2387.91,8126.87,8.5838,0.03,367.0,2319.0,28.64,17.1863
51.0,35.0007,0.84,449.44,554.66,1352.85,1120.68,2222.95,8349.36,1.02,41.69,2387.93,8060.4,9.2337,0.02,333.0,2223.0,14.93,8.9408
52.0,20.0017,0.7,491.19,606.72,1482.06,1237.48,2323.82,8711.89,1.08,43.97,2387.98,8057.6,9.1611,0.02,363.0,2324.0,24.45,14.8357
53.0,0.0,0.0014,518.67,641.48,1584.18,1397.69,2387.95,9051.61,1.3,47.1,2387.99,8133.35,8.3926,0.03,391.0,2388.0,38.83,23.4918
54.0,34.9984,0.84,449.44,555.36,1359.77,1125.6,2222.94,8344.46,1.02,41.58,2388.01,8060.34,9.2734,0.02,330.0,2223.0,14.92,8.9353
55.0,42.0019,0.8401,445.0,548.7,1342.12,1117.09,2211.9,8310.61,1.02,41.79,2388.03,8074.68,9.3253,0.02,328.0,2212.0,10.77,6.4713
56.0,42.0017,0.8419,445.0,549.03,1353.11,1120.98,2211.96,8313.21,1.02,41.55,2387.93,8080.83,9.3182,0.02,327.0,2212.0,10.68,6.3382
57.0,25.0048,0.6204,462.54,536.85,1259.05,1045.65,1915.28,8003.64,0.94,36.49,2028.16,7869.66,10.8815,0.02,303.0,1915.0,14.06,8.6657
58.0,0.0017,0.0,518.67,642.03,1580.05,1390.74,2387.92,9053.58,1.3,47.06,2388.02,8136.56,8.4046,0.03,391.0,2388.0,39.12,23.41
59.0,24.9995,0.6203,462.54,536.89,1255.46,1040.81,1915.26,8009.94,0.94,36.48,2028.21,7872.55,10.8387,0.02,305.0,1915.0,14.37,8.6012
60.0,20.0031,0.7003,491.19,606.98,1478.71,1241.3,2323.77,8717.22,1.07,43.96,2387.92,8057.71,9.1916,0.02,361.0,2324.0,24.51,14.6724
61.0,35.0014,0.8419,449.44,555.23,1355.6,1127.18,2222.92,8338.74,1.02,41.41,2387.92,8062.94,9.306,0.02,332.0,2223.0,15.06,8.8922
62.0,10.0037,0.2513,489.05,604.24,1492.45,1299.8,2318.78,8772.48,1.26,45.06,2387.93,8124.8,8.6108,0.03,367.0,2319.0,28.83,17.1372
63.0,34.9987,0.84,449.44,555.09,1356.23,1120.96,2222.83,8334.66,1.02,41.59,2387.95,8064.25,9.2957,0.02,333.0,2223.0,14.89,8.9391
64.0,35.0043,0.8403,449.44,555.41,1367.62,1122.41,2222.89,8348.6,1.02,41.53,2388.06,8069.49,9.2643,0.02,331.0,2223.0,14.67,9.0045
65.0,34.9991,0.8403,449.44,555.27,1362.12,1126.39,2222.89,8341.09,1.02,41.7,2387.96,8068.11,9.2666,0.02,332.0,2223.0,14.99,8.886
66.0,42.0002,0.8409,445.0,549.5,1344.38,1109.59,2211.92,8313.38,1.02,41.44,2388.0,8084.59,9.3362,0.02,328.0,2212.0,10.85,6.3474
67.0,41.9996,0.8416,445.0,549.16,1341.37,1117.85,2211.92,8312.57,1.02,41.71,2388.02,8080.96,9.3048,0.02,330.0,2212.0,10.73,6.4095
68.0,0.0017,0.0,518.67,642.24,1584.15,1393.7,2387.97,9047.15,1.3,47.08,2387.98,8136.44,8.4261,0.03,390.0,2388.0,39.15,23.4086
69.0,42.0005,0.84,445.0,549.14,1342.88,1116.01,2211.91,8314.61,1.02,41.7,2388.0,8078.7,9.3512,0.02,330.0,2212.0,10.71,6.4071
70.0,42.0035,0.84,445.0,548.79,1355.6,1112.51,2211.96,8321.0,1.02,41.75,2387.99,8082.78,9.3244,0.02,329.0,2212.0,10.76,6.4352
