0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
54.0,19.998,0.7008,491.19,607.36,1471.61,1240.52,2323.9,8718.21,1.08,44.32,2388.01,8066.23,9.1995,0.02,364.0,2324.0,24.45,14.6557
55.0,35.0007,0.84,449.44,555.25,1364.25,1124.06,2223.01,8354.18,1.02,41.79,2388.05,8066.65,9.2856,0.02,335.0,2223.0,14.96,8.9705
56.0,9.9996,0.25,489.05,604.83,1496.17,1303.91,2318.9,8776.83,1.26,45.26,2388.14,8124.03,8.6204,0.03,368.0,2319.0,28.64,17.1636
57.0,25.002,0.6209,462.54,536.84,1257.53,1042.76,1915.36,8003.37,0.94,36.52,2028.3,7870.88,10.8873,0.02,306.0,1915.0,14.46,8.6561
58.0,35.0065,0.8419,449.44,555.23,1364.67,1124.12,2222.96,8350.83,1.02,41.84,2388.02,8069.23,9.3131,0.02,332.0,2223.0,14.77,8.9526
59.0,24.9998,0.62,462.54,536.24,1254.59,1044.84,1915.41,8009.85,0.94,36.57,2028.23,7870.92,10.8771,0.02,306.0,1915.0,14.43,8.6154
60.0,41.9998,0.8404,445.0,549.57,1349.84,1121.43,2211.92,8315.37,1.02,41.78,2388.01,8088.65,9.3811,0.02,331.0,2212.0,10.56,6.3301
61.0,42.004,0.84,445.0,548.79,1351.99,1118.73,2211.88,8322.14,1.02,41.92,2387.93,8081.61,9.3229,0.02,331.0,2212.0,10.58,6.4035
62.0,42.0004,0.84,445.0,549.64,1350.38,1123.78,2211.97,8317.78,1.02,41.75,2387.99,8088.05,9.3088,0.02,330.0,2212.0,10.44,6.2717
63.0,42.0004,0.84,445.0,549.53,1345.41,1120.94,2211.92,8318.98,1.02,42.05,2388.02,8084.44,9.35,0.02,330.0,2212.0,10.66,6.2762
64.0,10.0071,0.25,489.05,604.54,1499.45,1305.26,2318.86,8777.67,1.26,45.21,2388.08,8132.95,8.6462,0.03,369.0,2319.0,28.68,17.2651
65.0,42.0039,0.84,445.0,549.86,1348.84,1117.65,2211.91,8317.2,1.02,42.11,2387.98,8081.35,9.3693,0.02,330.0,2212.0,10.68,6.4247
66.0,35.0056,0.8405,449.44,555.5,1365.33,1127.2,2222.98,8347.66,1.02,41.81,2388.06,8066.32,9.2961,0.02,333.0,2223.0,15.02,9.0262
67.0,20.0017,0.7,491.19,607.31,1484.06,1250.82,2323.94,8724.16,1.08,44.2,2388.06,8064.64,9.216,0.02,364.0,2324.0,24.53,14.7543
68.0,20.0071,0.7,491.19,607.35,1485.94,1246.5,2323.93,8722.15,1.08,44.23,2388.07,8063.14,9.2394,0.02,364.0,2324.0,24.52,14.7483
69.0,0.0029,0.0,518.67,642.51,1581.28,1401.05,2388.06,9059.35,1.3,47.46,2388.0,8142.93,8.4501,0.03,391.0,2388.0,38.91,23.3657
70.0,0.0,0.0,518.67,642.48,1585.53,1408.37,2388.07,9058.45,1.3,47.23,2388.07,8133.4,8.4291,0.03,392.0,2388.0,38.85,23.3904
71.0,10.0007,0.25,489.05,604.16,1506.5,1301.85,2318.91,8777.23,1.26,45.39,2388.11,8131.3,8.608,0.03,369.0,2319.0,28.42,17.1173
72.0,0.001,0.0003,518.67,642.4,1592.07,1401.95,2388.03,9047.1,1.3,47.32,2388.03,8132.73,8.4274,0.03,393.0,2388.0,38.86,23.3951
73.0,42.0042,0.84,445.0,549.18,1359.48,1131.59,2211.88,8323.94,1.02,42.19,2387.96,8084.47,9.3407,0.02,331.0,2212.0,10.62,6.3306
74.0,20.0024,0.7,491.19,607.31,1482.47,1250.02,2323.9,8726.11,1.08,44.26,2388.1,8061.38,9.1835,0.02,364.0,2324.0,24.58,14.7226
75.0,35.0021,0.84,449.44,555.65,1361.99,1125.43,2222.99,8353.69,1.02,41.82,2388.03,8068.04,9.3033,0.02,333.0,2223.0,14.92,8.9788
76.0,10.008,0.25,489.05,604.78,1498.72,1307.55,2318.89,8778.06,1.26,45.31,2388.08,8129.85,8.6644,0.03,369.0,2319.0,28.48,17.2172
77.0,42.0004,0.84,445.0,549.72,1350.77,1126.58,2211.92,8323.41,1.02,42.02,2387.96,8088.08,9.3502,0.02,331.0,2212.0,10.59,6.3785
78.0,10.0055,0.2516,489.05,604.53,1497.06,1299.54,2318.79,8778.98,1.26,45.21,2388.08,8128.19,8.6254,0.03,369.0,2319.0,28.71,17.2459
79.0,42.0011,0.84,445.0,549.44,1354.95,1121.68,2211.99,8327.8,1.02,42.04,2387.99,8086.94,9.3793,0.02,331.0,2212.0,10.67,6.3781
80.0,35.0071,0.84,449.44,555.29,1362.77,1119.92,2222.93,8343.85,1.02,41.87,2388.07,8067.58,9.2965,0.02,332.0,2223.0,14.98,8.8833
81.0,10.0071,0.25,489.05,604.19,1492.24,1305.9,2318.88,8785.33,1.26,45.39,2388.13,8125.28,8.6365,0.03,369.0,2319.0,28.53,17.2321
82.0,19.998,0.7,491.19,607.88,1483.59,1247.73,2323.95,8720.86,1.08,44.25,2388.08,8060.98,9.1905,0.02,364.0,2324.0,24.52,14.6987
83.0,41.9983,0.8418,445.0,549.43,1350.67,1126.48,2211.88,8317.87,1.02,42.1,2387.97,8078.79,9.3697,0.02,330.0,2212.0,10.62,6.3341
84.0,35.0003,0.8408,449.44,555.73,1366.43,1122.93,2223.0,8349.88,1.02,41.75,2388.12,8065.84,9.2923,0.02,334.0,2223.0,15.0,9.1145
85.0,41.9991,0.84,445.0,549.53,1354.58,1118.88,2211.94,8316.61,1.02,42.03,2388.0,8083.95,9.364,0.02,331.0,2212.0,10.5,6.2748
86.0,10.0072,0.251,489.05,604.62,1490.09,1307.34,2318.87,8772.97,1.26,45.35,2388.05,8132.17,8.6265,0.03,368.0,2319.0,28.58,17.3012
87.0,42.0023,0.84,445.0,549.16,1349.05,1115.11,2211.92,8314.39,1.02,42.12,2387.98,8083.32,9.3703,0.02,330.0,2212.0,10.68,6.3279
88.0,10.0043,0.25,489.05,604.52,1501.61,1305.05,2318.85,8775.98,1.26,45.37,2388.08,8131.91,8.6209,0.03,367.0,2319.0,28.64,17.1581
89.0,20.0026,0.7,491.19,606.83,1485.16,1249.57,2323.93,8719.88,1.08,44.29,2388.05,8065.39,9.2062,0.02,365.0,2324.0,24.39,14.8336
90.0,0.0024,0.0,518.67,642.16,1589.95,1404.35,2388.05,9048.5,1.3,47.43,2388.03,8127.82,8.4367,0.03,393.0,2388.0,38.93,23.3234
91.0,35.0025,0.84,449.44,555.29,1361.0,1136.56,2222.95,8350.15,1.02,42.01,2388.03,8066.99,9.3224,0.02,332.0,2223.0,14.86,8.8187
92.0,35.0069,0.84,449.44,555.57,1364.97,1127.5,2223.0,8350.32,1.02,41.91,2388.04,8064.38,9.2838,0.02,333.0,2223.0,14.83,9.0059
93.0,42.0026,0.84,445.0,549.43,1352.49,1119.17,2211.87,8326.9,1.02,42.18,2388.01,8083.4,9.3853,0.02,330.0,2212.0,10.71,6.4436
94.0,20.0075,0.7019,491.19,607.17,1476.67,1246.74,2323.99,8728.16,1.08,44.19,2388.08,8061.86,9.2012,0.02,365.0,2324.0,24.47,14.7813
95.0,35.0068,0.8402,449.44,555.57,1369.82,1126.58,2222.94,8354.46,1.02,41.77,2388.03,8062.11,9.2996,0.02,335.0,2223.0,14.75,8.8134
96.0,10.0059,0.2514,489.05,604.15,1495.17,1302.93,2318.87,8779.73,1.26,45.21,2388.06,8129.27,8.6355,0.03,367.0,2319.0,28.61,17.1948
97.0,42.0024,0.8416,445.0,549.22,1353.54,1123.77,2211.87,8323.37,1.02,41.82,2387.94,8084.45,9.3543,0.02,330.0,2212.0,10.73,6.4103
98.0,10.0005,0.2505,489.05,605.32,1506.6,1304.35,2318.87,8781.63,1.26,45.34,2388.14,8133.67,8.6356,0.03,369.0,2319.0,28.49,17.0866
99.0,10.0067,0.2519,489.05,604.6,1496.94,1304.03,2318.86,8772.47,1.26,45.26,2388.04,8126.07,8.6528,0.03,369.0,2319.0,28.54,17.0956
100.0,0.0006,0.0,518.67,642.26,1593.66,1403.58,2388.06,9053.05,1.3,47.35,2388.12,8136.0,8.4355,0.03,392.0,2388.0,38.95,23.2411
101.0,25.0056,0.62,462.54,536.47,1266.31,1043.06,1915.28,8010.21,0.94,36.7,2028.21,7871.59,10.8725,0.02,306.0,1915.0,14.34,8.6108
102.0,9.9991,0.25,489.05,605.03,1504.68,1304.75,2318.91,8778.02,1.26,45.4,2388.1,8128.51,8.6638,0.03,369.0,2319.0,28.59,17.054
103.0,42.0057,0.8415,445.0,549.8,1349.05,1122.6,2211.85,8324.52,1.02,41.98,2387.96,8077.29,9.4072,0.02,330.0,2212.0,10.56,6.3383
104.0,10.0046,0.25,489.05,604.76,1499.67,1308.83,2318.91,8780.3,1.26,45.44,2388.07,8127.0,8.639,0.03,370.0,2319.0,28.55,17.2369
105.0,0.0024,0.0012,518.67,642.16,1586.47,1401.88,2388.04,9051.0,1.3,47.34,2388.06,8134.43,8.4028,0.03,391.0,2388.0,38.88,23.3154
106.0,20.0048,0.7,491.19,607.88,1482.63,1247.04,2323.86,8718.1,1.08,44.34,2388.08,8059.43,9.2169,0.02,365.0,2324.0,24.43,14.7502
107.0,10.002,0.251,489.05,605.67,1502.9,1305.73,2318.91,8779.16,1.26,45.28,2388.13,8129.6,8.6539,0.03,369.0,2319.0,28.5,17.171
108.0,41.9987,0.8416,445.0,549.89,1347.37,1126.81,2211.82,8321.08,1.02,42.12,2387.89,8082.79,9.3544,0.02,331.0,2212.0,10.51,6.2993
109.0,42.0074,0.8419,445.0,549.58,1355.66,1122.83,2211.83,8325.72,1.02,42.19,2387.93,8080.34,9.3348,0.02,329.0,2212.0,10.68,6.346
110.0,19.9993,0.7,491.19,607.15,1484.2,1253.71,2323.98,8724.49,1.08,44.39,2388.03,8056.47,9.236,0.02,364.0,2324.0,24.24,14.6847
111.0,35.0008,0.84,449.44,555.61,1360.42,1134.12,2222.88,8341.25,1.02,41.9,2388.0,8066.53,9.3486,0.02,333.0,2223.0,14.8,8.8928
112.0,0.0013,0.0,518.67,643.16,1588.94,1412.8,2388.05,9049.48,1.3,47.47,2388.12,8129.29,8.4112,0.03,393.0,2388.0,38.78,23.3197
113.0,0.0001,0.0,518.67,642.85,1590.53,1407.38,2388.05,9047.53,1.3,47.45,2388.07,8134.36,8.4146,0.03,394.0,2388.0,38.81,23.3594
114.0,20.0008,0.7,491.19,607.36,1480.83,1248.36,2323.97,8726.76,1.08,44.37,2388.07,8063.14,9.2253,0.02,364.0,2324.0,24.42,14.6809
115.0,25.0048,0.6219,462.54,537.26,1268.89,1050.0,1915.27,8007.06,0.94,36.84,2028.15,7872.11,10.9074,0.02,306.0,1915.0,14.39,8.5993
116.0,42.0042,0.84,445.0,549.6,1358.86,1118.55,2211.85,8320.36,1.02,42.05,2387.95,8082.03,9.3305,0.02,330.0,2212.0,10.65,6.2615
117.0,35.0072,0.84,449.44,555.65,1367.56,1131.15,2222.87,8343.6,1.02,41.94,2387.93,8061.37,9.329,0.02,335.0,2223.0,14.94,8.8238
118.0,20.0062,0.7001,491.19,607.73,1491.19,1247.89,2323.92,8715.6,1.08,44.49,2388.08,8068.57,9.2293,0.02,364.0,2324.0,24.6,14.6957
119.0,25.0012,0.6209,462.54,537.21,1262.1,1044.95,1915.26,8008.68,0.94,36.83,2028.24,7875.96,10.9023,0.02,306.0,1915.0,14.38,8.5761
120.0,25.0047,0.62,462.54,537.11,1264.05,1042.73,1915.24,8017.3,0.94,36.76,2028.19,7870.81,10.8958,0.02,307.0,1915.0,14.36,8.5586
121.0,0.0015,0.0,518.67,642.75,1588.44,1412.13,2388.09,9053.89,1.3,47.36,2388.1,8134.63,8.4712,0.03,393.0,2388.0,38.77,23.2695
122.0,25.001,0.6216,462.54,536.29,1259.2,1044.82,1915.3,8010.54,0.94,36.8,2028.21,7873.0,10.9197,0.02,307.0,1915.0,14.34,8.5508
123.0,34.9989,0.84,449.44,555.43,1367.77,1129.68,2222.9,8352.5,1.02,41.83,2388.0,8067.89,9.3289,0.02,335.0,2223.0,14.85,8.8806
124.0,19.9981,0.7,491.19,607.83,1481.45,1258.55,2323.97,8725.37,1.08,44.36,2388.07,8055.86,9.2444,0.02,365.0,2324.0,24.33,14.6228
125.0,10.0053,0.2503,489.05,604.53,1499.23,1306.49,2318.97,8771.81,1.26,45.4,2388.14,8130.4,8.6678,0.03,370.0,2319.0,28.54,17.105
126.0,42.0031,0.84,445.0,549.6,1348.85,1127.19,2211.79,8315.43,1.02,42.1,2387.86,8084.6,9.393,0.02,329.0,2212.0,10.71,6.4669
127.0,25.0055,0.62,462.54,537.25,1260.91,1046.7,1915.23,8006.63,0.94,36.86,2028.16,7876.23,10.9169,0.02,307.0,1915.0,14.18,8.4959
128.0,25.0074,0.6217,462.54,537.47,1260.14,1053.57,1915.22,8008.29,0.94,36.65,2028.13,7871.83,10.9251,0.02,306.0,1915.0,14.25,8.5067
129.0,0.0002,0.0,518.67,642.3,1589.51,1416.3,2388.03,9052.21,1.3,47.43,2388.19,8129.25,8.4525,0.03,394.0,2388.0,38.73,23.2246
130.0,35.0032,0.84,449.44,555.32,1360.55,1138.8,2222.88,8347.24,1.02,42.04,2387.94,8064.62,9.3007,0.02,335.0,2223.0,14.78,8.8793
131.0,42.0001,0.8407,445.0,549.51,1347.66,1122.97,2211.79,8316.61,1.02,42.27,2387.87,8084.04,9.3733,0.02,330.0,2212.0,10.73,6.322
132.0,42.0046,0.84,445.0,549.65,1354.29,1125.64,2211.79,8323.07,1.02,42.1,2387.83,8079.96,9.3642,0.02,332.0,2212.0,10.69,6.2058
133.0,41.9992,0.84,445.0,549.19,1354.99,1127.95,2211.79,8320.22,1.02,42.05,2387.89,8083.02,9.3763,0.02,332.0,2212.0,10.68,6.3802
134.0,25.0001,0.6203,462.54,536.62,1259.35,1050.89,1915.28,8003.89,0.94,36.65,2028.08,7865.25,10.933,0.02,308.0,1915.0,14.24,8.6167
135.0,10.0071,0.25,489.05,605.25,1501.64,1318.21,2318.96,8779.16,1.26,45.56,2388.15,8120.11,8.6891,0.03,369.0,2319.0,28.58,17.1339
136.0,35.008,0.8417,449.44,555.78,1371.35,1133.84,2222.89,8345.25,1.02,41.92,2387.97,8061.33,9.3444,0.02,334.0,2223.0,15.04,8.8788
137.0,42.0024,0.841,445.0,549.47,1354.42,1121.2,2211.78,8320.03,1.02,42.18,2387.84,8081.79,9.39,0.02,331.0,2212.0,10.57,6.3877
138.0,20.0,0.7,491.19,607.67,1489.91,1246.47,2323.99,8727.34,1.08,44.65,2388.08,8063.37,9.2318,0.03,365.0,2324.0,24.41,14.6442
139.0,0.0019,0.0,518.67,642.71,1591.58,1406.74,2388.15,9056.71,1.3,47.61,2388.07,8132.97,8.442,0.03,393.0,2388.0,38.78,23.1987
140.0,10.0042,0.25,489.05,604.67,1494.25,1305.34,2318.96,8777.9,1.26,45.3,2388.18,8127.57,8.674,0.03,370.0,2319.0,28.68,17.0081
141.0,10.0057,0.25,489.05,604.24,1502.49,1305.33,2318.94,8777.24,1.26,45.54,2388.17,8127.65,8.6716,0.03,370.0,2319.0,28.42,17.1035
142.0,41.9989,0.8401,445.0,550.23,1358.74,1133.62,2211.8,8313.71,1.02,42.19,2387.84,8078.31,9.3789,0.02,330.0,2212.0,10.62,6.3602
143.0,42.0071,0.84,445.0,549.19,1352.21,1128.98,2211.75,8320.44,1.02,42.11,2387.76,8074.58,9.3986,0.02,331.0,2212.0,10.48,6.4299
144.0,19.999,0.7014,491.19,607.59,1493.35,1264.01,2323.92,8715.39,1.08,44.54,2388.13,8058.21,9.2306,0.02,366.0,2324.0,24.65,14.7225
145.0,42.0067,0.84,445.0,549.86,1358.92,1125.19,2211.75,8312.35,1.02,42.27,2387.78,8084.67,9.382,0.02,333.0,2212.0,10.61,6.2106
146.0,20.0071,0.7,491.19,607.73,1482.55,1252.8,2323.99,8713.83,1.07,44.5,2388.17,8053.71,9.2306,0.02,365.0,2324.0,24.57,14.6205
147.0,25.0008,0.62,462.54,537.53,1258.42,1055.19,1915.19,8001.3,0.94,36.71,2028.12,7866.39,10.9133,0.02,307.0,1915.0,14.29,8.5343
148.0,0.0013,0.0009,518.67,643.13,1598.32,1410.45,2388.18,9050.14,1.3,47.72,2388.17,8129.28,8.4861,0.03,393.0,2388.0,38.52,23.2457
149.0,41.9997,0.84,445.0,550.43,1358.0,1125.64,2211.71,8315.46,1.02,42.26,2387.73,8078.24,9.4023,0.02,331.0,2212.0,10.64,6.3813
150.0,35.0062,0.84,449.44,555.72,1369.97,1138.12,2222.85,8343.26,1.02,42.05,2387.87,8060.86,9.3699,0.02,335.0,2223.0,14.73,8.8524
151.0,25.0022,0.62,462.54,537.23,1265.42,1053.19,1915.19,8001.6,0.94,36.98,2028.08,7867.95,10.8954,0.02,309.0,1915.0,14.29,8.4541
152.0,25.0055,0.6205,462.54,536.44,1263.44,1050.08,1915.18,8008.06,0.94,36.91,2028.09,7871.04,10.9213,0.02,308.0,1915.0,14.18,8.4786
153.0,41.9989,0.84,445.0,549.96,1354.05,1133.55,2211.69,8310.36,1.02,42.29,2387.72,8073.44,9.3925,0.02,331.0,2212.0,10.58,6.4325
